folder,i,j,overlap
sun3d-home_at-home_at_scan1_2013_jan_1,37,49,0.3024
sun3d-home_at-home_at_scan1_2013_jan_1,37,50,0.175
sun3d-home_at-home_at_scan1_2013_jan_1,37,51,0.1767
sun3d-home_at-home_at_scan1_2013_jan_1,37,52,0.051
sun3d-home_at-home_at_scan1_2013_jan_1,37,53,0.0009
sun3d-home_at-home_at_scan1_2013_jan_1,37,54,0.0186
sun3d-home_at-home_at_scan1_2013_jan_1,37,55,0.1827
sun3d-home_at-home_at_scan1_2013_jan_1,37,56,0.0045
sun3d-home_at-home_at_scan1_2013_jan_1,37,57,0.0
sun3d-home_at-home_at_scan1_2013_jan_1,37,58,0.0
sun3d-home_at-home_at_scan1_2013_jan_1,37,59,0.0
sun3d-home_at-home_at_scan1_2013_jan_1,38,39,0.4151
sun3d-home_at-home_at_scan1_2013_jan_1,38,40,0.136
sun3d-home_at-home_at_scan1_2013_jan_1,38,41,0.1439
sun3d-home_at-home_at_scan1_2013_jan_1,38,42,0.0809
sun3d-home_at-home_at_scan1_2013_jan_1,38,43,0.0
sun3d-home_at-home_at_scan1_2013_jan_1,38,44,0.0
sun3d-home_at-home_at_scan1_2013_jan_1,38,45,0.0
sun3d-home_at-home_at_scan1_2013_jan_1,38,46,0.0397
sun3d-home_at-home_at_scan1_2013_jan_1,38,47,0.0882
sun3d-home_at-home_at_scan1_2013_jan_1,38,48,0.1902
sun3d-home_at-home_at_scan1_2013_jan_1,38,49,0.0667
sun3d-home_at-home_at_scan1_2013_jan_1,38,50,0.0515
sun3d-home_at-home_at_scan1_2013_jan_1,38,51,0.0027
sun3d-home_at-home_at_scan1_2013_jan_1,38,52,0.0
sun3d-home_at-home_at_scan1_2013_jan_1,38,53,0.0
sun3d-home_at-home_at_scan1_2013_jan_1,38,54,0.0
sun3d-home_at-home_at_scan1_2013_jan_1,38,55,0.0006
sun3d-home_at-home_at_scan1_2013_jan_1,38,56,0.0
sun3d-home_at-home_at_scan1_2013_jan_1,38,57,0.0
sun3d-home_at-home_at_scan1_2013_jan_1,38,58,0.0
sun3d-home_at-home_at_scan1_2013_jan_1,38,59,0.0
sun3d-home_at-home_at_scan1_2013_jan_1,39,40,0.4228
sun3d-home_at-home_at_scan1_2013_jan_1,39,41,0.2623
sun3d-home_at-home_at_scan1_2013_jan_1,39,42,0.1637
sun3d-home_at-home_at_scan1_2013_jan_1,39,43,0.0491
sun3d-home_at-home_at_scan1_2013_jan_1,39,44,0.0764
sun3d-home_at-home_at_scan1_2013_jan_1,39,45,0.0763
sun3d-home_at-home_at_scan1_2013_jan_1,39,46,0.1242
sun3d-home_at-home_at_scan1_2013_jan_1,39,47,0.1031
sun3d-home_at-home_at_scan1_2013_jan_1,39,48,0.0956
sun3d-home_at-home_at_scan1_2013_jan_1,39,49,0.0023
sun3d-home_at-home_at_scan1_2013_jan_1,39,50,0.0
sun3d-home_at-home_at_scan1_2013_jan_1,39,51,0.0
sun3d-home_at-home_at_scan1_2013_jan_1,39,52,0.0
sun3d-home_at-home_at_scan1_2013_jan_1,39,53,0.0
sun3d-home_at-home_at_scan1_2013_jan_1,39,54,0.0
sun3d-home_at-home_at_scan1_2013_jan_1,39,55,0.0
sun3d-home_at-home_at_scan1_2013_jan_1,39,56,0.0
sun3d-home_at-home_at_scan1_2013_jan_1,39,57,0.0
sun3d-home_at-home_at_scan1_2013_jan_1,39,58,0.0
sun3d-home_at-home_at_scan1_2013_jan_1,39,59,0.0
sun3d-home_at-home_at_scan1_2013_jan_1,40,41,0.4869
sun3d-home_at-home_at_scan1_2013_jan_1,40,42,0.2622
sun3d-home_at-home_at_scan1_2013_jan_1,40,43,0.1342
sun3d-home_at-home_at_scan1_2013_jan_1,40,44,0.1536
sun3d-home_at-home_at_scan1_2013_jan_1,40,45,0.1602
sun3d-home_at-home_at_scan1_2013_jan_1,40,46,0.2132
sun3d-home_at-home_at_scan1_2013_jan_1,40,47,0.1678
sun3d-home_at-home_at_scan1_2013_jan_1,40,48,0.1122
sun3d-home_at-home_at_scan1_2013_jan_1,40,49,0.0
sun3d-home_at-home_at_scan1_2013_jan_1,40,50,0.0
sun3d-home_at-home_at_scan1_2013_jan_1,40,51,0.0
sun3d-home_at-home_at_scan1_2013_jan_1,40,52,0.0
sun3d-home_at-home_at_scan1_2013_jan_1,40,53,0.0
sun3d-home_at-home_at_scan1_2013_jan_1,40,54,0.0
sun3d-home_at-home_at_scan1_2013_jan_1,40,55,0.0
sun3d-home_at-home_at_scan1_2013_jan_1,40,56,0.0
sun3d-home_at-home_at_scan1_2013_jan_1,40,57,0.0
sun3d-home_at-home_at_scan1_2013_jan_1,40,58,0.0
sun3d-home_at-home_at_scan1_2013_jan_1,40,59,0.0
sun3d-home_at-home_at_scan1_2013_jan_1,41,42,0.5177
sun3d-home_at-home_at_scan1_2013_jan_1,41,43,0.2329
sun3d-home_at-home_at_scan1_2013_jan_1,41,44,0.2808
sun3d-home_at-home_at_scan1_2013_jan_1,41,45,0.2944
sun3d-home_at-home_at_scan1_2013_jan_1,41,46,0.3982
sun3d-home_at-home_at_scan1_2013_jan_1,41,47,0.4328
sun3d-home_at-home_at_scan1_2013_jan_1,41,48,0.328
sun3d-home_at-home_at_scan1_2013_jan_1,41,49,0.0296
sun3d-home_at-home_at_scan1_2013_jan_1,41,50,0.0
sun3d-home_at-home_at_scan1_2013_jan_1,41,51,0.0
sun3d-home_at-home_at_scan1_2013_jan_1,41,52,0.0
sun3d-home_at-home_at_scan1_2013_jan_1,41,53,0.0
sun3d-home_at-home_at_scan1_2013_jan_1,41,54,0.0
sun3d-home_at-home_at_scan1_2013_jan_1,41,55,0.0
sun3d-home_at-home_at_scan1_2013_jan_1,41,56,0.0
sun3d-home_at-home_at_scan1_2013_jan_1,41,57,0.0
sun3d-home_at-home_at_scan1_2013_jan_1,41,58,0.0
sun3d-home_at-home_at_scan1_2013_jan_1,41,59,0.0
sun3d-home_at-home_at_scan1_2013_jan_1,42,43,0.489
sun3d-home_at-home_at_scan1_2013_jan_1,42,44,0.4616
sun3d-home_at-home_at_scan1_2013_jan_1,42,45,0.4377
sun3d-home_at-home_at_scan1_2013_jan_1,42,46,0.6848
sun3d-home_at-home_at_scan1_2013_jan_1,42,47,0.6359
sun3d-home_at-home_at_scan1_2013_jan_1,42,48,0.3195
sun3d-home_at-home_at_scan1_2013_jan_1,42,49,0.0006
sun3d-home_at-home_at_scan1_2013_jan_1,42,50,0.0
sun3d-home_at-home_at_scan1_2013_jan_1,42,51,0.0
sun3d-home_at-home_at_scan1_2013_jan_1,42,52,0.0
sun3d-home_at-home_at_scan1_2013_jan_1,42,53,0.0
sun3d-home_at-home_at_scan1_2013_jan_1,42,54,0.0
sun3d-home_at-home_at_scan1_2013_jan_1,42,55,0.0
sun3d-home_at-home_at_scan1_2013_jan_1,42,56,0.0
sun3d-home_at-home_at_scan1_2013_jan_1,42,57,0.0
sun3d-home_at-home_at_scan1_2013_jan_1,42,58,0.0
sun3d-home_at-home_at_scan1_2013_jan_1,42,59,0.0
sun3d-home_at-home_at_scan1_2013_jan_1,43,44,0.8509
sun3d-home_at-home_at_scan1_2013_jan_1,43,45,0.8416
sun3d-home_at-home_at_scan1_2013_jan_1,43,46,0.7041
sun3d-home_at-home_at_scan1_2013_jan_1,43,47,0.5033
sun3d-home_at-home_at_scan1_2013_jan_1,43,48,0.138
sun3d-home_at-home_at_scan1_2013_jan_1,43,49,0.0
sun3d-home_at-home_at_scan1_2013_jan_1,43,50,0.0
sun3d-home_at-home_at_scan1_2013_jan_1,43,51,0.0
sun3d-home_at-home_at_scan1_2013_jan_1,43,52,0.0
sun3d-home_at-home_at_scan1_2013_jan_1,43,53,0.0
sun3d-home_at-home_at_scan1_2013_jan_1,43,54,0.0
sun3d-home_at-home_at_scan1_2013_jan_1,43,55,0.0
sun3d-home_at-home_at_scan1_2013_jan_1,43,56,0.0
sun3d-home_at-home_at_scan1_2013_jan_1,43,57,0.0
sun3d-home_at-home_at_scan1_2013_jan_1,43,58,0.0
sun3d-home_at-home_at_scan1_2013_jan_1,43,59,0.0
sun3d-home_at-home_at_scan1_2013_jan_1,44,45,0.9613
sun3d-home_at-home_at_scan1_2013_jan_1,44,46,0.5761
sun3d-home_at-home_at_scan1_2013_jan_1,44,47,0.3562
sun3d-home_at-home_at_scan1_2013_jan_1,44,48,0.1023
sun3d-home_at-home_at_scan1_2013_jan_1,44,49,0.0
sun3d-home_at-home_at_scan1_2013_jan_1,44,50,0.0
sun3d-home_at-home_at_scan1_2013_jan_1,44,51,0.0
sun3d-home_at-home_at_scan1_2013_jan_1,44,52,0.0
sun3d-home_at-home_at_scan1_2013_jan_1,44,53,0.0
sun3d-home_at-home_at_scan1_2013_jan_1,44,54,0.0
sun3d-home_at-home_at_scan1_2013_jan_1,44,55,0.0
sun3d-home_at-home_at_scan1_2013_jan_1,44,56,0.0
sun3d-home_at-home_at_scan1_2013_jan_1,44,57,0.0
sun3d-home_at-home_at_scan1_2013_jan_1,44,58,0.0
sun3d-home_at-home_at_scan1_2013_jan_1,44,59,0.0
sun3d-home_at-home_at_scan1_2013_jan_1,45,46,0.5058
sun3d-home_at-home_at_scan1_2013_jan_1,45,47,0.3364
sun3d-home_at-home_at_scan1_2013_jan_1,45,48,0.0996
sun3d-home_at-home_at_scan1_2013_jan_1,45,49,0.0
sun3d-home_at-home_at_scan1_2013_jan_1,45,50,0.0
sun3d-home_at-home_at_scan1_2013_jan_1,45,51,0.0
sun3d-home_at-home_at_scan1_2013_jan_1,45,52,0.0
sun3d-home_at-home_at_scan1_2013_jan_1,45,53,0.0
sun3d-home_at-home_at_scan1_2013_jan_1,45,54,0.0
sun3d-home_at-home_at_scan1_2013_jan_1,45,55,0.0
sun3d-home_at-home_at_scan1_2013_jan_1,45,56,0.0
sun3d-home_at-home_at_scan1_2013_jan_1,45,57,0.0
sun3d-home_at-home_at_scan1_2013_jan_1,45,58,0.0
sun3d-home_at-home_at_scan1_2013_jan_1,45,59,0.0
sun3d-home_at-home_at_scan1_2013_jan_1,46,47,0.6189
sun3d-home_at-home_at_scan1_2013_jan_1,46,48,0.2888
sun3d-home_at-home_at_scan1_2013_jan_1,46,49,0.0
sun3d-home_at-home_at_scan1_2013_jan_1,46,50,0.0
sun3d-home_at-home_at_scan1_2013_jan_1,46,51,0.0
sun3d-home_at-home_at_scan1_2013_jan_1,46,52,0.0
sun3d-home_at-home_at_scan1_2013_jan_1,46,53,0.0
sun3d-home_at-home_at_scan1_2013_jan_1,46,54,0.0
sun3d-home_at-home_at_scan1_2013_jan_1,46,55,0.0
sun3d-home_at-home_at_scan1_2013_jan_1,46,56,0.0
sun3d-home_at-home_at_scan1_2013_jan_1,46,57,0.0
sun3d-home_at-home_at_scan1_2013_jan_1,46,58,0.0
sun3d-home_at-home_at_scan1_2013_jan_1,46,59,0.0
sun3d-home_at-home_at_scan1_2013_jan_1,47,48,0.5952
sun3d-home_at-home_at_scan1_2013_jan_1,47,49,0.1782
sun3d-home_at-home_at_scan1_2013_jan_1,47,50,0.0389
sun3d-home_at-home_at_scan1_2013_jan_1,47,51,0.0
sun3d-home_at-home_at_scan1_2013_jan_1,47,52,0.0
sun3d-home_at-home_at_scan1_2013_jan_1,47,53,0.0
sun3d-home_at-home_at_scan1_2013_jan_1,47,54,0.0
sun3d-home_at-home_at_scan1_2013_jan_1,47,55,0.0079
sun3d-home_at-home_at_scan1_2013_jan_1,47,56,0.0
sun3d-home_at-home_at_scan1_2013_jan_1,47,57,0.0
sun3d-home_at-home_at_scan1_2013_jan_1,47,58,0.0
sun3d-home_at-home_at_scan1_2013_jan_1,47,59,0.0
sun3d-home_at-home_at_scan1_2013_jan_1,48,49,0.4487
sun3d-home_at-home_at_scan1_2013_jan_1,48,50,0.2799
sun3d-home_at-home_at_scan1_2013_jan_1,48,51,0.1117
sun3d-home_at-home_at_scan1_2013_jan_1,48,52,0.0038
sun3d-home_at-home_at_scan1_2013_jan_1,48,53,0.0205
sun3d-home_at-home_at_scan1_2013_jan_1,48,54,0.0173
sun3d-home_at-home_at_scan1_2013_jan_1,48,55,0.0899
sun3d-home_at-home_at_scan1_2013_jan_1,48,56,0.0187
sun3d-home_at-home_at_scan1_2013_jan_1,48,57,0.0002
sun3d-home_at-home_at_scan1_2013_jan_1,48,58,0.0037
sun3d-home_at-home_at_scan1_2013_jan_1,48,59,0.0
sun3d-home_at-home_at_scan1_2013_jan_1,49,50,0.7092
sun3d-home_at-home_at_scan1_2013_jan_1,49,51,0.4785
sun3d-home_at-home_at_scan1_2013_jan_1,49,52,0.1333
sun3d-home_at-home_at_scan1_2013_jan_1,49,53,0.1401
sun3d-home_at-home_at_scan1_2013_jan_1,49,54,0.1242
sun3d-home_at-home_at_scan1_2013_jan_1,49,55,0.2391
sun3d-home_at-home_at_scan1_2013_jan_1,49,56,0.12
sun3d-home_at-home_at_scan1_2013_jan_1,49,57,0.0747
sun3d-home_at-home_at_scan1_2013_jan_1,49,58,0.0986
sun3d-home_at-home_at_scan1_2013_jan_1,49,59,0.0021
sun3d-home_at-home_at_scan1_2013_jan_1,50,51,0.5988
sun3d-home_at-home_at_scan1_2013_jan_1,50,52,0.1563
sun3d-home_at-home_at_scan1_2013_jan_1,50,53,0.1799
sun3d-home_at-home_at_scan1_2013_jan_1,50,54,0.1697
sun3d-home_at-home_at_scan1_2013_jan_1,50,55,0.2799
sun3d-home_at-home_at_scan1_2013_jan_1,50,56,0.1464
sun3d-home_at-home_at_scan1_2013_jan_1,50,57,0.1087
sun3d-home_at-home_at_scan1_2013_jan_1,50,58,0.1412
sun3d-home_at-home_at_scan1_2013_jan_1,50,59,0.0066
sun3d-home_at-home_at_scan1_2013_jan_1,51,52,0.2107
sun3d-home_at-home_at_scan1_2013_jan_1,51,53,0.1639
sun3d-home_at-home_at_scan1_2013_jan_1,51,54,0.202
sun3d-home_at-home_at_scan1_2013_jan_1,51,55,0.3931
sun3d-home_at-home_at_scan1_2013_jan_1,51,56,0.0915
sun3d-home_at-home_at_scan1_2013_jan_1,51,57,0.1176
sun3d-home_at-home_at_scan1_2013_jan_1,51,58,0.1241
sun3d-home_at-home_at_scan1_2013_jan_1,51,59,0.002
sun3d-home_at-home_at_scan1_2013_jan_1,52,53,0.4414
sun3d-home_at-home_at_scan1_2013_jan_1,52,54,0.6649
sun3d-home_at-home_at_scan1_2013_jan_1,52,55,0.6747
sun3d-home_at-home_at_scan1_2013_jan_1,52,56,0.0888
sun3d-home_at-home_at_scan1_2013_jan_1,52,57,0.1377
sun3d-home_at-home_at_scan1_2013_jan_1,52,58,0.1356
sun3d-home_at-home_at_scan1_2013_jan_1,52,59,0.0
sun3d-home_at-home_at_scan1_2013_jan_1,53,54,0.7383
sun3d-home_at-home_at_scan1_2013_jan_1,53,55,0.7447
sun3d-home_at-home_at_scan1_2013_jan_1,53,56,0.4173
sun3d-home_at-home_at_scan1_2013_jan_1,53,57,0.2577
sun3d-home_at-home_at_scan1_2013_jan_1,53,58,0.3495
sun3d-home_at-home_at_scan1_2013_jan_1,53,59,0.0991
sun3d-home_at-home_at_scan1_2013_jan_1,54,55,0.562
sun3d-home_at-home_at_scan1_2013_jan_1,54,56,0.1523
sun3d-home_at-home_at_scan1_2013_jan_1,54,57,0.1738
sun3d-home_at-home_at_scan1_2013_jan_1,54,58,0.172
sun3d-home_at-home_at_scan1_2013_jan_1,54,59,0.0116
sun3d-home_at-home_at_scan1_2013_jan_1,55,56,0.234
sun3d-home_at-home_at_scan1_2013_jan_1,55,57,0.0852
sun3d-home_at-home_at_scan1_2013_jan_1,55,58,0.1581
sun3d-home_at-home_at_scan1_2013_jan_1,55,59,0.0331
sun3d-home_at-home_at_scan1_2013_jan_1,56,57,0.3681
sun3d-home_at-home_at_scan1_2013_jan_1,56,58,0.7431
sun3d-home_at-home_at_scan1_2013_jan_1,56,59,0.4324
sun3d-home_at-home_at_scan1_2013_jan_1,57,58,0.6102
sun3d-home_at-home_at_scan1_2013_jan_1,57,59,0.1794
sun3d-home_at-home_at_scan1_2013_jan_1,58,59,0.4289
sun3d-home_md-home_md_scan9_2012_sep_30,0,1,0.2113
sun3d-home_md-home_md_scan9_2012_sep_30,0,2,0.028
sun3d-home_md-home_md_scan9_2012_sep_30,0,3,0.0025
sun3d-home_md-home_md_scan9_2012_sep_30,0,4,0.0024
sun3d-home_md-home_md_scan9_2012_sep_30,0,5,0.0022
sun3d-home_md-home_md_scan9_2012_sep_30,0,6,0.0
sun3d-home_md-home_md_scan9_2012_sep_30,0,7,0.0039
sun3d-home_md-home_md_scan9_2012_sep_30,0,8,0.0036
sun3d-home_md-home_md_scan9_2012_sep_30,0,9,0.0
sun3d-home_md-home_md_scan9_2012_sep_30,0,10,0.0
sun3d-home_md-home_md_scan9_2012_sep_30,0,11,0.0
sun3d-home_md-home_md_scan9_2012_sep_30,0,12,0.0
sun3d-home_md-home_md_scan9_2012_sep_30,0,13,0.0005
sun3d-home_md-home_md_scan9_2012_sep_30,0,14,0.0034
sun3d-home_md-home_md_scan9_2012_sep_30,0,15,0.0014
sun3d-home_md-home_md_scan9_2012_sep_30,0,16,0.0006
sun3d-home_md-home_md_scan9_2012_sep_30,0,17,0.0
sun3d-home_md-home_md_scan9_2012_sep_30,0,18,0.0006
sun3d-home_md-home_md_scan9_2012_sep_30,0,19,0.0003
sun3d-home_md-home_md_scan9_2012_sep_30,0,20,0.0
sun3d-home_md-home_md_scan9_2012_sep_30,0,21,0.0
sun3d-home_md-home_md_scan9_2012_sep_30,0,22,0.0
sun3d-home_md-home_md_scan9_2012_sep_30,0,23,0.0001
sun3d-home_md-home_md_scan9_2012_sep_30,0,24,0.0
sun3d-home_md-home_md_scan9_2012_sep_30,0,25,0.0101
sun3d-home_md-home_md_scan9_2012_sep_30,0,26,0.0272
sun3d-home_md-home_md_scan9_2012_sep_30,0,27,0.0224
sun3d-home_md-home_md_scan9_2012_sep_30,0,28,0.018
sun3d-home_md-home_md_scan9_2012_sep_30,0,29,0.0037
sun3d-home_md-home_md_scan9_2012_sep_30,0,30,0.0065
sun3d-home_md-home_md_scan9_2012_sep_30,0,31,0.0039
sun3d-home_md-home_md_scan9_2012_sep_30,0,32,0.0031
sun3d-home_md-home_md_scan9_2012_sep_30,0,33,0.0
sun3d-home_md-home_md_scan9_2012_sep_30,0,34,0.0
sun3d-home_md-home_md_scan9_2012_sep_30,0,35,0.0
sun3d-home_md-home_md_scan9_2012_sep_30,0,36,0.0
sun3d-home_md-home_md_scan9_2012_sep_30,0,37,0.0
sun3d-home_md-home_md_scan9_2012_sep_30,0,38,0.0035
sun3d-home_md-home_md_scan9_2012_sep_30,0,39,0.0039
sun3d-home_md-home_md_scan9_2012_sep_30,0,40,0.0023
sun3d-home_md-home_md_scan9_2012_sep_30,0,41,0.0034
sun3d-home_md-home_md_scan9_2012_sep_30,0,42,0.0038
sun3d-home_md-home_md_scan9_2012_sep_30,0,43,0.0
sun3d-home_md-home_md_scan9_2012_sep_30,0,44,0.0
sun3d-home_md-home_md_scan9_2012_sep_30,0,45,0.0001
sun3d-home_md-home_md_scan9_2012_sep_30,0,46,0.0038
sun3d-home_md-home_md_scan9_2012_sep_30,0,47,0.0038
sun3d-home_md-home_md_scan9_2012_sep_30,0,48,0.0032
sun3d-home_md-home_md_scan9_2012_sep_30,0,49,0.003
sun3d-home_md-home_md_scan9_2012_sep_30,0,50,0.0425
sun3d-home_md-home_md_scan9_2012_sep_30,0,51,0.1114
sun3d-home_md-home_md_scan9_2012_sep_30,0,52,0.1148
sun3d-home_md-home_md_scan9_2012_sep_30,0,53,0.1145
sun3d-home_md-home_md_scan9_2012_sep_30,0,54,0.1613
sun3d-home_md-home_md_scan9_2012_sep_30,0,55,0.1467
sun3d-home_md-home_md_scan9_2012_sep_30,0,56,0.1206
sun3d-home_md-home_md_scan9_2012_sep_30,0,57,0.15
sun3d-home_md-home_md_scan9_2012_sep_30,0,58,0.2282
sun3d-home_md-home_md_scan9_2012_sep_30,0,59,0.1275
sun3d-home_md-home_md_scan9_2012_sep_30,1,2,0.302
sun3d-home_md-home_md_scan9_2012_sep_30,1,3,0.1591
sun3d-home_md-home_md_scan9_2012_sep_30,1,4,0.1198
sun3d-home_md-home_md_scan9_2012_sep_30,1,5,0.1654
sun3d-home_md-home_md_scan9_2012_sep_30,1,6,0.1434
sun3d-home_md-home_md_scan9_2012_sep_30,1,7,0.2589
sun3d-home_md-home_md_scan9_2012_sep_30,1,8,0.2415
sun3d-home_md-home_md_scan9_2012_sep_30,1,9,0.0542
sun3d-home_md-home_md_scan9_2012_sep_30,1,10,0.0002
sun3d-home_md-home_md_scan9_2012_sep_30,1,11,0.0014
sun3d-home_md-home_md_scan9_2012_sep_30,1,12,0.0
sun3d-home_md-home_md_scan9_2012_sep_30,1,13,0.0
sun3d-home_md-home_md_scan9_2012_sep_30,1,14,0.0
sun3d-home_md-home_md_scan9_2012_sep_30,1,15,0.0
sun3d-home_md-home_md_scan9_2012_sep_30,1,16,0.0
sun3d-home_md-home_md_scan9_2012_sep_30,1,17,0.0
sun3d-home_md-home_md_scan9_2012_sep_30,1,18,0.0
sun3d-home_md-home_md_scan9_2012_sep_30,1,19,0.0
sun3d-home_md-home_md_scan9_2012_sep_30,1,20,0.0
sun3d-home_md-home_md_scan9_2012_sep_30,1,21,0.0
sun3d-home_md-home_md_scan9_2012_sep_30,1,22,0.0
sun3d-home_md-home_md_scan9_2012_sep_30,1,23,0.0
sun3d-home_md-home_md_scan9_2012_sep_30,1,24,0.0
sun3d-home_md-home_md_scan9_2012_sep_30,1,25,0.0
sun3d-home_md-home_md_scan9_2012_sep_30,1,26,0.0
sun3d-home_md-home_md_scan9_2012_sep_30,1,27,0.0
sun3d-home_md-home_md_scan9_2012_sep_30,1,28,0.0
sun3d-home_md-home_md_scan9_2012_sep_30,1,29,0.0
sun3d-home_md-home_md_scan9_2012_sep_30,1,30,0.005
sun3d-home_md-home_md_scan9_2012_sep_30,1,31,0.0
sun3d-home_md-home_md_scan9_2012_sep_30,1,32,0.0
sun3d-home_md-home_md_scan9_2012_sep_30,1,33,0.0
sun3d-home_md-home_md_scan9_2012_sep_30,1,34,0.0
sun3d-home_md-home_md_scan9_2012_sep_30,1,35,0.0009
sun3d-home_md-home_md_scan9_2012_sep_30,1,36,0.05
sun3d-home_md-home_md_scan9_2012_sep_30,1,37,0.1362
sun3d-home_md-home_md_scan9_2012_sep_30,1,38,0.207
sun3d-home_md-home_md_scan9_2012_sep_30,1,39,0.0927
sun3d-home_md-home_md_scan9_2012_sep_30,1,40,0.0879
sun3d-home_md-home_md_scan9_2012_sep_30,1,41,0.0692
sun3d-home_md-home_md_scan9_2012_sep_30,1,42,0.0236
sun3d-home_md-home_md_scan9_2012_sep_30,1,43,0.0
sun3d-home_md-home_md_scan9_2012_sep_30,1,44,0.0
sun3d-home_md-home_md_scan9_2012_sep_30,1,45,0.0301
sun3d-home_md-home_md_scan9_2012_sep_30,1,46,0.1515
sun3d-home_md-home_md_scan9_2012_sep_30,1,47,0.0693
sun3d-home_md-home_md_scan9_2012_sep_30,1,48,0.047
sun3d-home_md-home_md_scan9_2012_sep_30,1,49,0.0485
sun3d-home_md-home_md_scan9_2012_sep_30,1,50,0.0378
sun3d-home_md-home_md_scan9_2012_sep_30,1,51,0.0334
sun3d-home_md-home_md_scan9_2012_sep_30,1,52,0.0113
sun3d-home_md-home_md_scan9_2012_sep_30,1,53,0.0053
sun3d-home_md-home_md_scan9_2012_sep_30,1,54,0.0029
sun3d-home_md-home_md_scan9_2012_sep_30,1,55,0.0002
sun3d-home_md-home_md_scan9_2012_sep_30,1,56,0.0007
sun3d-home_md-home_md_scan9_2012_sep_30,1,57,0.0002
sun3d-home_md-home_md_scan9_2012_sep_30,1,58,0.0024
sun3d-home_md-home_md_scan9_2012_sep_30,1,59,0.0
sun3d-home_md-home_md_scan9_2012_sep_30,2,3,0.2871
sun3d-home_md-home_md_scan9_2012_sep_30,2,4,0.2283
sun3d-home_md-home_md_scan9_2012_sep_30,2,5,0.3118
sun3d-home_md-home_md_scan9_2012_sep_30,2,6,0.2673
sun3d-home_md-home_md_scan9_2012_sep_30,2,7,0.5134
sun3d-home_md-home_md_scan9_2012_sep_30,2,8,0.3593
sun3d-home_md-home_md_scan9_2012_sep_30,2,9,0.1598
sun3d-home_md-home_md_scan9_2012_sep_30,2,10,0.0732
sun3d-home_md-home_md_scan9_2012_sep_30,2,11,0.0451
sun3d-home_md-home_md_scan9_2012_sep_30,2,12,0.0
sun3d-home_md-home_md_scan9_2012_sep_30,2,13,0.0
sun3d-home_md-home_md_scan9_2012_sep_30,2,14,0.0
sun3d-home_md-home_md_scan9_2012_sep_30,2,15,0.0
sun3d-home_md-home_md_scan9_2012_sep_30,2,16,0.0
sun3d-home_md-home_md_scan9_2012_sep_30,2,17,0.0
sun3d-home_md-home_md_scan9_2012_sep_30,2,18,0.0
sun3d-home_md-home_md_scan9_2012_sep_30,2,19,0.0
sun3d-home_md-home_md_scan9_2012_sep_30,2,20,0.0
sun3d-home_md-home_md_scan9_2012_sep_30,2,21,0.0
sun3d-home_md-home_md_scan9_2012_sep_30,2,22,0.0
sun3d-home_md-home_md_scan9_2012_sep_30,2,23,0.0
sun3d-home_md-home_md_scan9_2012_sep_30,2,24,0.0
sun3d-home_md-home_md_scan9_2012_sep_30,2,25,0.0
sun3d-home_md-home_md_scan9_2012_sep_30,2,26,0.0
sun3d-home_md-home_md_scan9_2012_sep_30,2,27,0.0
sun3d-home_md-home_md_scan9_2012_sep_30,2,28,0.0
sun3d-home_md-home_md_scan9_2012_sep_30,2,29,0.0
sun3d-home_md-home_md_scan9_2012_sep_30,2,30,0.0189
sun3d-home_md-home_md_scan9_2012_sep_30,2,31,0.0383
sun3d-home_md-home_md_scan9_2012_sep_30,2,32,0.0693
sun3d-home_md-home_md_scan9_2012_sep_30,2,33,0.0069
sun3d-home_md-home_md_scan9_2012_sep_30,2,34,0.0
sun3d-home_md-home_md_scan9_2012_sep_30,2,35,0.092
sun3d-home_md-home_md_scan9_2012_sep_30,2,36,0.186
sun3d-home_md-home_md_scan9_2012_sep_30,2,37,0.2414
sun3d-home_md-home_md_scan9_2012_sep_30,2,38,0.247
sun3d-home_md-home_md_scan9_2012_sep_30,2,39,0.213
sun3d-home_md-home_md_scan9_2012_sep_30,2,40,0.1962
sun3d-home_md-home_md_scan9_2012_sep_30,2,41,0.1451
sun3d-home_md-home_md_scan9_2012_sep_30,2,42,0.0341
sun3d-home_md-home_md_scan9_2012_sep_30,2,43,0.0049
sun3d-home_md-home_md_scan9_2012_sep_30,2,44,0.0
sun3d-home_md-home_md_scan9_2012_sep_30,2,45,0.1247
sun3d-home_md-home_md_scan9_2012_sep_30,2,46,0.2346
sun3d-home_md-home_md_scan9_2012_sep_30,2,47,0.1494
sun3d-home_md-home_md_scan9_2012_sep_30,2,48,0.0782
sun3d-home_md-home_md_scan9_2012_sep_30,2,49,0.1011
sun3d-home_md-home_md_scan9_2012_sep_30,2,50,0.0182
sun3d-home_md-home_md_scan9_2012_sep_30,2,51,0.0
sun3d-home_md-home_md_scan9_2012_sep_30,2,52,0.0
sun3d-home_md-home_md_scan9_2012_sep_30,2,53,0.0
sun3d-home_md-home_md_scan9_2012_sep_30,2,54,0.0
sun3d-home_md-home_md_scan9_2012_sep_30,2,55,0.0
sun3d-home_md-home_md_scan9_2012_sep_30,2,56,0.0
sun3d-home_md-home_md_scan9_2012_sep_30,2,57,0.0
sun3d-home_md-home_md_scan9_2012_sep_30,2,58,0.0
sun3d-home_md-home_md_scan9_2012_sep_30,2,59,0.0
sun3d-home_md-home_md_scan9_2012_sep_30,3,4,0.7963
